book_id,title,authors,average_rating,isbn,isbn13,language_code,num_pages,ratings_count,text_reviews_count,publication_date,publisher,author
1204,"Freakonomics: Un economista políticamente incorrecto explora el lado oculto de lo que nos afecta","Steven D. Levitt/Stephen J. Dubner",3.97,8466625127,9788466625128,spa,250,193,23,2006-08-01,"Ediciones B","Steven D. Levitt"
1206,"Freakonomics: A Rogue Economist Explores the Hidden Side of Everything","Steven D. Levitt/Stephen J. Dubner",3.97,0061245135,9780061245138,eng,496,98,5,2006-12-08,Harper,"Steven D. Levitt"
1218,"The Last Assassin (John Rain #5)","Barry Eisler",4.27,0399153594,9780399153594,eng,338,189,25,2006-06-01,"Putnam Publishing Group","Barry Eisler"
1226,"Life of Pi","Yann Martel",3.91,0156030209,9780156030205,eng,401,4318,668,2004-05-03,"Mariner Books / Harvest Books","Yann Martel"
1230,"L'Histoire de Pi","Yann Martel/Nicole Martel/Emile Martel",3.91,0828808392,9780828808392,fre,448,177,26,2005-11-24,Gallimard,"Yann Martel"
1234,"Shadows and Wind: A View of Modern Vietnam","Robert Templer",3.49,0140285970,9780140285970,eng,400,102,8,1999-09-01,"Penguin Books","Robert Templer"
1241,"A Million Little Pieces","James Frey",3.65,0307276902,9780307276902,eng,515,206011,10821,2005-09-22,"Anchor Books","James Frey"
1242,"A Million Little Pieces of Feces","Python Bonkers",3.56,1411677315,9781411677319,eng,256,43,6,2006-02-10,Lulu.com,"Python Bonkers"
1243,"A Million Little Lies","James Pinocchio/Pablo Fenjves",3.41,0061171468,9780061171468,eng,191,201,24,2006-03-28,"William Morrow Paperbacks","James Pinocchio"
1246,"The Leadership Challenge","James M. Kouzes/Barry Z. Posner",4.05,0787968331,9780787968335,eng,458,873,40,2003-08-07,Jossey-Bass,"James M. Kouzes"
1252,"Lincoln on Leadership: Executive Strategies for Tough Times","Donald T. Phillips",4.14,0446394599,9780446394598,eng,193,5354,281,1993-02-01,"Business Plus","Donald T. Phillips"
1255,"Leadership in Organizations","Gary Yukl",3.68,0131494848,9780131494848,eng,542,55,4,2005-07-07,"Prentice Hall","Gary Yukl"
1265,Leadership,"Rudolph W. Giuliani",3.72,0316861014,9780316861014,eng,397,1820,147,2002-10-01,"Little Brown","Rudolph W. Giuliani"
1274,"Men Are from Mars Women Are from Venus","John Gray",3.55,0060574216,9780060574215,eng,368,132062,3303,2012-04-03,"Harper Paperbacks","John Gray"
1276,"Mars and Venus Book of Days: 365 Inspriations to Enrich Your Relationships","John Gray",3.62,0060192771,9780060192778,eng,368,18,1,1998-10-21,Harper,"John Gray"
1281,"Men Are from Mars Women Are from Venus","John Gray",3.55,006123205X,9780061232053,eng,2,43,3,2007-04-03,HarperAudio,"John Gray"
1290,"How to Succeed with Women","Ron Louis/David Copeland",3.76,0735200300,9780735200302,eng,320,82,13,1998-10-29,"Prentice Hall Press","Ron Louis"
1295,"The Clan of the Cave Bear (Earth's Children #1)","Jean M. Auel",4.05,0553381679,9780553381672,eng,512,184418,4432,2002-06-25,Bantam,"Jean M. Auel"
1296,"The Clan of the Cave Bear (Earth's Children #1)","Jean M. Auel",4.05,0517542021,9780517542026,eng,468,495,67,1980-05-04,"Crown Publishing Group","Jean M. Auel"
1301,"Moneyball: The Art of Winning an Unfair Game","Michael Lewis",4.26,0393324818,9780393324815,eng,317,85094,4155,2004-03-17,"W. W. Norton Company","Michael Lewis"
1302,"Juiced Official Strategy Guide","Doug Walsh",0.0,0744005612,9780744005615,eng,112,0,0,2005-06-01,BradyGames,"Doug Walsh"
1303,"The 48 Laws of Power","Robert Greene/Joost Elffers",4.18,0140280197,9780140280197,eng,452,60946,3167,2000-09-01,"Penguin (Business)","Robert Greene"
1305,"Gates of Fire","Steven Pressfield",4.42,055338368X,9780553383683,eng,392,21934,1629,2005-09-27,Bantam,"Steven Pressfield"
1307,"Fire Sea (The Death Gate Cycle #3)","Margaret Weis/Tracy Hickman",4.07,0553295411,9780553295412,eng,414,16312,175,1992-03-01,"Spectra Books","Margaret Weis"
1312,"The Gate of Fire (Oath Of Empire Book Two)","Thomas Harlan",3.58,0812590104,9780812590104,eng,721,146,4,2001-06-18,"Tor Classics","Thomas Harlan"
1315,"The Afghan Campaign","Steven Pressfield",3.96,038551641X,9780385516419,eng,354,3002,198,2006-07-01,"Doubleday Books","Steven Pressfield"
1317,"Tides of War","Steven Pressfield",3.9,0553381393,9780553381399,eng,448,3422,157,2001-08-28,Bantam,"Steven Pressfield"
1318,"Last of the Amazons","Steven Pressfield",3.76,0553382047,9780553382044,eng,400,2138,125,2003-07-01,Bantam,"Steven Pressfield"
1319,"The War of Art: Break Through the Blocks & Win Your Inner Creative Battles","Steven Pressfield/Robert McKee",4.0,0446691437,9780446691437,eng,168,53653,4702,2003-04-01,"Warner Books","Steven Pressfield"
1320,"Gita on the Green","Stephen J. Rosen/Steven Pressfield",3.78,0826413013,9780826413017,eng,176,14,2,2002-05-30,Continuum,"Stephen J. Rosen"
1322,"Blood Stripes: The Grunt's View of the War in Iraq","David J. Danelo/Steven Pressfield",3.91,0811701646,9780811701648,eng,340,85,6,2006-04-24,"Stackpole Books","David J. Danelo"
1326,"Phaedrus and Letters VII and VIII","Plato/Walter Hamilton",4.1,0140442758,9780140442755,eng,160,226,20,1973-01-30,"Penguin Classics",Plato
1327,Phaedrus,"Plato/Robin Waterfield",3.92,0192802771,9780192802774,eng,128,29,6,2003-01-16,"Oxford University Press USA",Plato
1328,Phaedrus,"Plato/C.J. Rowe",3.92,0140449744,9780140449747,eng,176,236,22,2005-08-25,"Penguin Classics",Plato
1334,"Lysis/Phaedrus/Symposium: Plato on Homosexuality","Plato/Benjamin Jowett",4.47,0879756322,9780879756321,eng,157,14,0,1991-12-01,"Prometheus Books",Plato
1337,"Enthusiasm and Divine Madness","Josef Pieper/Richard Winston/Clara Winston",4.5,189031823X,9781890318239,eng,125,26,4,2019-02-11,"St. Augustines Press","Josef Pieper"
1338,"On Love: Lysis/Symposium/Phaedrus/Alcibiades/Selections from Republic & Laws","Plato/C.D.C. Reeve",4.06,0872207889,9780872207882,eng,272,154,4,2006-06-15,"Hackett Publishing Company Inc.",Plato
1342,"Gorgias/Phaedrus (Agora)","Plato/James H. Nichols Jr.",4.35,0801435307,9780801435300,eng,233,18,1,1998-09-01,"Cornell University Press",Plato
1351,Statesman,"Plato/C.J. Rowe",3.85,0872204626,9780872204621,eng,128,28,7,1999-03-15,"Hackett Publishing Company Inc.",Plato
1354,Gorgias,"Plato/Walter Hamilton/Chris Emlyn-Jones",3.95,0140449043,9780140449044,eng,208,8186,198,2004-01-29,"Penguin Classics",Plato
1362,"The Histories","Herodotus/Aubrey de Sélincourt/John M. Marincola",3.99,0140449086,9780140449082,eng,716,34727,597,2003-01-30,"Penguin Books",Herodotus
1363,"The Histories","Herodotus/Aubrey de Sélincourt/John M. Marincola",3.99,0140446389,9780140446388,eng,622,227,18,1954-09-01,"Penguin Classics",Herodotus
1364,"The History (Great Minds)","Herodotus/Henry Francis Cary",3.99,0879757779,9780879757779,eng,613,2,0,1992-11-01,"Prometheus Books",Herodotus
1365,"The Histories","Herodotus/Carolyn Dewald/Robin Waterfield",3.99,0192824252,9780192824257,eng,772,271,41,1998-11-19,"Oxford University Press",Herodotus
1366,"The Histories","Herodotus/Aubrey de Sélincourt/Andrew Robert Burn",3.99,0140440348,9780140440348,eng,653,143,17,1970-08-30,"Penguin Classics",Herodotus
1367,"The Histories","Herodotus/Jennifer Tolbert Roberts/Walter Blanco",3.99,0393959465,9780393959468,eng,464,40,5,1992-01-17,"W.W. Norton & Company",Herodotus
1368,"The Histories","Herodotus/Edward Henry Blakeney/George Rawlinson/Rosalind Thomas",3.99,0375400613,9780375400612,eng,816,132,10,1997-03-25,"Everyman's Library 234",Herodotus
1369,"The History","Herodotus/Peter Grene",3.99,0226327701,9780226327709,eng,710,36,6,1987-03-14,"University of Chicago Press",Herodotus
1371,"The Iliad","Homer/Robert Fagles/Bernard Knox",3.86,0140275363,9780140275360,eng,683,288792,3423,1999-04-29,"Penguin Classics",Homer
1373,Iliad,"Homer/Stanley Lombardo/Sheila Murnaghan",3.86,0872203522,9780872203525,eng,574,1058,137,1997-03-12,"Hackett Publishing Company Inc.",Homer
1374,"The Iliad","Homer/Robert Fitzgerald/Andrew Ford",3.86,0374529051,9780374529055,eng,588,692,81,2004-04-03,"Farrar Straus and Giroux",Homer
1375,"The Iliad/The Odyssey","Homer/Robert Fagles/Bernard Knox",4.04,0147712556,9780147712554,eng,1556,54939,380,1999-11-01,"Penguin Classics",Homer
1376,"The Iliad","Homer/E.V. Rieu/Peter Jones/D.C.H. Rieu",3.86,0140447946,9780140447941,eng,462,1919,118,2003-01-30,"Penguin Classics",Homer
1377,"The Iliad","Homer/W.H.D. Rouse",3.86,0451527372,9780451527370,eng,312,158,15,1999-08-01,"Signet Classics",Homer
1378,"The Essential Iliad","Homer/Sheila Murnaghan/Stanley Lombardo",3.86,0872205428,9780872205420,eng,216,212,18,2000-09-15,"Hackett Publishing Company Inc.",Homer
1381,"The Odyssey","Homer/Robert Fagles/Bernard Knox",3.76,0143039954,9780143039952,eng,541,760871,6557,2006-11-30,"Penguin Classics",Homer
1382,"The Odyssey","Homer/Robert Fitzgerald/D.S. Carne-Ross",3.76,0374525749,9780374525743,eng,515,1713,179,1998-11-05,"Farrar Straus and Giroux",Homer
1383,"The Odyssey","Homer/Richmond Lattimore",3.76,0060931957,9780060931957,eng,374,1131,78,1999-06-01,"Harper Perennial",Homer
1384,"The Odyssey","Homer/E.V. Rieu/Peter Jones/D.C.H. Rieu",3.76,0140449116,9780140449112,eng,324,2543,167,2003-01-30,"Penguin Classics",Homer
1387,"The Odyssey","Homer/W.H.D. Rouse",3.76,0451527364,9780451527363,eng,304,262,24,1999-08-01,"Signet Classics",Homer
1391,"Aeneid: Selections from Books 1 2 4 6 10 12","Virgil/Barbara Weiden Boyd",4.35,086516584X,9780865165847,eng,161,69,6,2001-01-01,"Bolchazy-Carducci Publishers",Virgil
1402,"Eclogues. Georgics. Aeneid: Books 1-6","Virgil/Henry Rushton Fairclough/G.P. Goold",4.22,067499583X,9780674995833,mul,607,414,10,1999-10-01,"Harvard University Press",Virgil
1403,"City Eclogue","Ed Roberson",4.13,1891190237,9781891190230,eng,136,67,7,2006-01-30,"Atelos Press","Ed Roberson"
1405,"The Eclogues and The Georgics","Virgil/Cecil Day-Lewis",3.8,0192837680,9780192837684,eng,180,259,15,1999-09-02,"Oxford University Press",Virgil
1408,"Paul Kirk's Championship Barbecue Sauces: 175 Make-Your-Own Sauces Marinades Dry Rubs Wet Rubs Mops and Salsas","Paul Kirk",3.94,155832125X,9781558321250,eng,272,55,0,1997-12-03,"Harvard Common Press","Paul Kirk"
1417,"The Complete Pelican Shakespeare","William Shakespeare/Stephen Orgel/A.R. Braunmuller",4.5,0141000589,9780141000589,eng,1808,578,25,2002-11-07,Viking,"William Shakespeare"
1419,"The Complete Works","William Shakespeare",4.5,0517092948,9780517092941,eng,1248,62,6,1991-10-13,Gramercy,"William Shakespeare"
1420,Hamlet,"William Shakespeare/Harold Bloom/Rex Gibson",4.02,0521618746,9780521618748,eng,289,609271,7139,2005-08-01,"Cambridge University Press","William Shakespeare"
1423,"The Compleat Works of Wllm Shkspr (abridged)","Reduced Shakespeare Company/Adam Long/Daniel Singer/Jess Winfield",4.44,1557831572,9781557831576,eng,137,8159,118,1994-02-01,"Applause Books","Reduced Shakespeare Company"
1424,"The Pilgrimage: A Contemporary Quest for Ancient Wisdom","Paulo Coelho/Alan R. Clarke",3.64,006251279X,9780062512796,eng,272,888,92,1995-05-01,HarperOne,"Paulo Coelho"
1425,"The Valkyries","Paulo Coelho/Alan R. Clarke",3.31,0062513346,9780062513342,eng,212,1204,79,1996-09-28,HarperOne,"Paulo Coelho"
1426,"Warrior of the Light","Paulo Coelho",3.7,0060527986,9780060527983,eng,142,22662,945,2004-03-30,HarperOne,"Paulo Coelho"
1427,"The Zahir","Paulo Coelho/Margaret Jull Costa",3.57,0060832819,9780060832810,eng,336,58917,2575,2006-07-03,HarperOne,"Paulo Coelho"
1428,"By the River Piedra I Sat Down and Wept","Paulo Coelho/Alan R. Clarke",3.57,0061122092,9780061122095,eng,208,70760,2702,2006-05-23,HarperOne,"Paulo Coelho"
1429,"The Fifth Mountain","Paulo Coelho/Clifford E. Landers",3.62,0060930136,9780060930134,eng,256,1415,68,2000-04-26,HarperOne,"Paulo Coelho"
1431,"Veronika Decides to Die","Paulo Coelho/Margaret Jull Costa/Kâmuran Şipal",3.7,0061124265,9780061124266,eng,210,132064,5452,2006-06-01,"Harper Perennial","Paulo Coelho"
1433,Hamlet,"William Shakespeare/Stephen Orgel/A.R. Braunmuller",4.02,0140714545,9780140714548,eng,148,1658,125,2001-12-01,"Penguin Books","William Shakespeare"
1437,"Cliffs Notes on Shakespeare's Hamlet","Carla Lynn Stockton",3.69,0764586033,9780764586033,eng,129,65,6,2000-05-30,"Cliffs Notes","Carla Lynn Stockton"
1438,"Shakespeare's Hamlet","William Shakespeare/Terri Mategrano",4.02,0764585681,9780764585685,eng,240,102,16,2000-05-29,"Cliffs Notes","William Shakespeare"
1439,"Hamlet's Mill: An Essay Investigating the Origins of Human Knowledge and Its Transmission Through Myth","Giorgio De Santillana/Hertha Von Dechend",4.29,0879232153,9780879232153,eng,450,489,57,2015-03-24,"Nonpareil Books","Giorgio De Santillana"
1440,"History of the Peloponnesian War: Bk. 1-2","Thucydides/C.F. Smith",4.32,0674991206,9780674991200,mul,496,208,7,1919-01-01,"Harvard University Press",Thucydides
1441,"On Justice Power and Human Nature: Selections from The History of the Peloponnesian War","Thucydides/Paul Woodruff",3.72,0872201686,9780872201682,eng,172,610,15,1993-10-01,"Hackett Publishing Company Inc.",Thucydides
1444,"History of the Peloponnesian War: Bk. 5-6","Thucydides/C.F. Smith",4.35,0674991222,9780674991224,mul,400,38,0,1921-01-01,"Harvard University Press",Thucydides
1445,"The Peloponnesian War","Thucydides/Steven Lattimore",3.9,0872203948,9780872203945,eng,530,154,21,1998-06-01,"Hackett Publishing Company Inc.",Thucydides
1449,"The Peloponnesian War: A New Translation Backgrounds Interpretations","Thucydides/Jennifer Tolbert Roberts/Walter Blanco",3.9,0393971678,9780393971675,eng,554,24,4,1998-07-17,"W. W. Norton & Company",Thucydides
1459,"History of the Peloponnesian War Bk. 7-8","Thucydides/C.F. Smith",4.29,0674991877,9780674991873,eng,480,35,0,1923-01-01,"Harvard University Press",Thucydides
1461,"Thucydides Book 6 Commentary","Cynthia W. Shelmerdine",4.5,0929524357,9780929524351,eng,34,2,0,1989-01-30,"Bryn Mawr Commentaries","Cynthia W. Shelmerdine"
1462,"Euripides I: Alcestis / The Medea / The Heracleidae / Hippolytus","Euripides/Richmond Lattimore/David Grene/Rex Warner/Ralph Gladstone",4.03,0226307808,9780226307800,eng,221,4483,56,1955-02-15,"University of Chicago Press",Euripides
1463,"Euripides V: Electra / The Phoenician Women / The Bacchae","Euripides/David Grene/Richmond Lattimore/Emily Townsend Vermeule/Elizabeth Wyckoff/William Arrowsmith",4.21,0226307840,9780226307848,eng,228,3334,46,1969-01-15,"University of Chicago Press",Euripides
1465,"Euripides IV: Rhesus / The Suppliant Women / Orestes / Iphigenia in Aulis","Euripides/David Grene/Richmond Lattimore/William Arrowsmith/Frank William Jones/Charles R. Walker",4.21,0226307832,9780226307831,eng,307,560,8,1968-11-15,"University of Chicago Press",Euripides
1466,"Grief Lessons: Four Plays by Euripides","Anne Carson/Euripides",4.4,1590171802,9781590171806,eng,312,679,85,2006-08-01,"New York Review of Books","Anne Carson"
1467,"Ten Plays","Euripides/Moses Hadas/John Maclean",4.17,0553213636,9780553213638,eng,432,1464,21,1990-08-01,"Bantam Classics",Euripides
1468,"Euripides III: Hecuba / Andromache / The Trojan Women / Ion (Complete Greek Tragedies #7)","Euripides/David Grene/Richmond Lattimore/William Arrowsmith/John Frederick Nims/Ronald Frederick Willetts",4.0,0226307824,9780226307824,eng,255,541,15,1992-01-15,"University of Chicago Press",Euripides
1470,"Euripides II: The Cyclops / Heracles / Iphigenia in Tauris / Helen","Euripides/David Grene/Richmond Lattimore/Witter Bynner/William Arrowsmith",4.31,0226307816,9780226307817,eng,264,790,12,2002-04-15,"University of Chicago Press",Euripides
1473,"Medea and Other Plays","Euripides/John Davie/Richard Rutherford",4.03,0140449299,9780140449297,eng,206,9197,120,2003-03-27,"Penguin Books",Euripides
1474,"Cyclops / Alcestis / Medea","Euripides/David Kovacs",4.23,0674995600,9780674995604,mul,432,61,4,1994-01-01,"Loeb Classical Library",Euripides
1475,Medea,"Euripides/Donald J. Mastronarde",3.87,0521643864,9780521643863,grc,431,201,9,2002-09-16,"Cambridge University Press",Euripides
1476,"The Bacchae and Other Plays","Euripides/John Davie/Richard Rutherford",4.14,0140447261,9780140447262,eng,360,164,8,2006-01-26,"Penguin Classics",Euripides
1479,Bakkhai,"Euripides/Reginald Gibbons/Peter H. Burian",3.88,0195125983,9780195125986,eng,160,154,13,2001-02-22,"Oxford University Press USA",Euripides
1480,"Plays 1: Medea/The Phoenician Women/Bacchae","Euripides/David Thompson/J. Michael Walton",3.78,0413752801,9780413752802,eng,192,9,0,2000-11-09,"Bloomsbury Methuen Drama",Euripides
1486,"The Trojan Women and Hippolytus",Euripides,3.63,0486424626,9780486424620,eng,64,34,4,2002-07-17,"Dover Publications",Euripides
1488,"The Bacchae of Euripides: A Communion Rite","Wole Soyinka",3.86,0393325830,9780393325836,eng,128,116,6,2004-07-17,"W. W. Norton Company","Wole Soyinka"
1489,"Orestes and Other Plays","Euripides/James Morwood/Robin Waterfield",4.1,0192832603,9780192832603,eng,282,158,2,2001-12-20,"Oxford University Press",Euripides
1491,"Children of Heracles / Hippolytus / Andromache / Hecuba","Euripides/David Kovacs",4.26,0674995333,9780674995338,mul,528,27,5,1995-02-15,"Loeb Classical Library",Euripides
1494,Alcestis,"Euripides/William Arrowsmith",3.83,0195061667,9780195061666,eng,142,1950,95,1990-02-01,"Oxford University Press USA",Euripides
1495,"Suppliant Women / Electra / Heracles","Euripides/David Kovacs",4.47,067499566X,9780674995666,mul,464,30,4,1998-09-01,"Loeb Classical Library",Euripides
1499,Medea,"Euripides/Georgia Ann Machemer/Michael Collier",3.87,0195145666,9780195145663,eng,116,367,35,2006-08-10,"Oxford University Press USA",Euripides
1504,"Euripides: Medea","William Allan",4.04,071563187X,9780715631874,eng,160,23,1,2002-10-31,"Bristol Classical Press","William Allan"
1506,"CliffsNotes on Euripides' Medea and Electra","Robert J. Milch",4.2,0822004240,9780822004240,eng,69,5,0,1965-09-13,"Cliffs Notes","Robert J. Milch"
1509,"Trojan Women / Iphigenia Among the Taurians / Ion","Euripides/David Kovacs",4.03,0674995740,9780674995741,mul,528,29,2,1999-12-01,"Loeb Classical Library",Euripides
1510,"Helen / Phoenician Women / Orestes","Euripides/David Kovacs",4.07,0674996003,9780674996007,mul,605,25,3,2002-06-15,"Loeb Classical Library",Euripides
1511,"Euripides: Iphigenia at Aulis (Companions to Greek & Roman Tragedy)","Euripides/Pantelis Michelakis",4.03,0715629948,9780715629949,eng,144,12,1,2006-03-09,"Bristol Classical Press",Euripides
1515,"The Complete Greek Tragedies Volume 3: Euripides","Euripides/David Grene/Richmond Lattimore",4.43,0226307662,9780226307664,eng,672,46,7,1992-08-01,"University of Chicago Press",Euripides
1516,"Aeschylus I: Oresteia (Agamemnon The Libation Bearers The Eumenides)","Aeschylus/David Grene/Richmond Lattimore",4.02,0226307786,9780226307787,eng,171,712,53,1969-05-15,"University of Chicago Press",Aeschylus
1517,"Aeschylus II: The Suppliant Maidens The Persians Seven against Thebes and Prometheus Bound (The Complete Greek Tragedies)","Aeschylus/David Grene/Richmond Lattimore/Seth Benardete",4.1,0226307948,9780226307947,eng,188,389,26,1992-02-01,"University of Chicago Press",Aeschylus
1518,"The Oresteia","Aeschylus/Alan Shapiro/Peter H. Burian",4.02,019513592X,9780195135923,eng,304,77,7,2004-10-07,"Oxford University Press USA",Aeschylus
1519,"The Oresteia: Agamemnon The Libation Bearers The Eumenides","Aeschylus/Robert Fagles/William Bedell Stanford",4.02,0140443339,9780140443332,eng,335,28726,591,1984-02-07,"Penguin Classics",Aeschylus
1521,Oresteia,"Aeschylus/Peter Meineck/Helene P. Foley",4.02,0872203905,9780872203907,eng,224,303,21,1998-09-15,"Hackett Publishing Company Inc.",Aeschylus
1523,"Prometheus Bound and Other Plays","Aeschylus/Philip Vellacott",4.1,0140441123,9780140441123,eng,160,4303,62,1961-08-30,"Penguin Books",Aeschylus
1525,"The Oresteia","Aeschylus/Ted Hughes",4.02,0374527059,9780374527051,eng,208,215,25,2004-09-04,"Farrar Straus and Giroux",Aeschylus
1526,"Aeschylus 1: The Oresteia: Agamemnon/The Libation Bearers/The Eumenides","Aeschylus/David R. Slavitt/Smith Palmer Bovie",4.02,081221627X,9780812216271,eng,178,12,3,1997-11-01,"University of Pennsylvania Press",Aeschylus
1527,"The Complete Greek Tragedies Volume 1: Aeschylus","Aeschylus/Richmond Lattimore/David Grene",4.1,0226307646,9780226307640,eng,358,74,7,1992-08-01,"University of Chicago Press",Aeschylus
1529,"Aeschylus: The Oresteia (A Student Guide: Landmarks of World Literature)","Simon Goldhill",4.03,0521539811,9780521539814,eng,95,31,3,2004-01-22,"Cambridge University Press","Simon Goldhill"
1530,"The Oresteia: Agamemnon Choephoroe & Eumenides (Everyman's Library No. 260)","Aeschylus/George Thomson/Richard Seaford",4.02,1400041929,9781400041923,eng,127,63,8,2004-01-20,"Everyman's Library",Aeschylus
1531,"Aeschylus 2: The Persians/Seven Against Thebes/The Suppliants/Prometheus Bound","Aeschylus/David R. Slavitt/Smith Palmer Bovie",4.1,0812216717,9780812216714,eng,232,12,2,1998-01-01,"University of Pennsylvania Press",Aeschylus
1532,"The Oresteia Trilogy: Agamemnon/The Libation-Bearers/The Furies","Aeschylus/E.D.A. Morshead",4.02,0486292428,9780486292427,eng,151,89,8,1996-09-24,"Dover Publications",Aeschylus
1533,"The Suppliant Maidens/The Persians/Seven against Thebes/Prometheus Bound","Aeschylus/E.D.A. Morshead",4.1,1419150014,9781419150012,eng,208,1,0,2004-06-17,"Kessinger Publishing",Aeschylus
1536,"Sophocles II: Ajax/Women of Trachis/Electra/Philoctetes (Complete Greek Tragedies 4)","Sophocles/David Grene/Richmond Lattimore/John Moore/Michael Jameson",4.14,0226307867,9780226307862,eng,254,5032,36,1969-05-15,"University of Chicago Press",Sophocles
1537,"The Oedipus Plays of Sophocles: Oedipus the King; Oedipus at Colonus; Antigone","Sophocles/Paul Roche",3.97,0452011671,9780452011670,eng,288,553,46,1996-05-01,Plume,Sophocles
1538,"The Complete Plays","Sophocles/Paul Roche",4.27,0451527844,9780451527844,eng,420,2883,40,2001-03-01,"New American Library",Sophocles
1540,"The Oedipus Cycle: Oedipus Rex Oedipus at Colonus Antigone","Sophocles/Robert Fitzgerald/Dudley Fitts",3.97,015602764X,9780156027649,eng,259,45589,726,2002-11-01,"Mariner Books",Sophocles
1542,"The Three Theban Plays: Antigone Oedipus the King Oedipus at Colonus","Sophocles/Robert Fagles/Bernard Knox",3.97,0140444254,9780140444254,eng,430,2979,288,2000-01-03,"Penguin Books",Sophocles
1546,"Theban Plays","Sophocles/Peter Meineck/Paul Woodruff",3.97,0872205851,9780872205857,eng,304,109,7,2003-03-15,"Hackett Publishing Company Inc.",Sophocles
1547,"The Theban Plays (Everyman's Library #93)","Sophocles/David Grene/Charles Segal",3.97,0679431322,9780679431329,eng,223,52,3,1994-10-18,"Alfred A. Knopf",Sophocles
1548,"Electra and Other Plays","Sophocles/E.F. Watling",4.14,0140440283,9780140440287,eng,218,135,9,1953-04-30,Penguin,Sophocles
1549,"Antigone; Oedipus the Kingn; Electra","Sophocles/Edith Hall/H.D.F. Kitto",3.94,0192835882,9780192835888,eng,178,13358,199,1998-09-17,"Oxford University Press",Sophocles
1554,"Oedipus Rex (The Theban Plays #1)","Sophocles/J.E. Thomas",3.7,1580495931,9781580495936,eng,75,141555,1776,2006-06-22,"Prestwick House - (Literary Touchstone Classic)",Sophocles
1555,"The Oedipus Plays of Sophocles","Sophocles/Paul Roche",3.97,0451621603,9780451621603,eng,390,8,1,1958-09-01,"Signet Books (NY)",Sophocles
1558,"Oedipus Rex (Greek and Latin Classics)","Sophocles/Roger D. Dawe",3.7,0521617359,9780521617352,grc,214,218,1,2006-08-01,"Cambridge University Press",Sophocles
1559,"Oedipus the King","Sophocles/Bernard Knox/Cynthia Brantley Johnson",3.7,1416500332,9781416500339,eng,144,740,57,2005-07-01,"Simon Schuster",Sophocles
1560,"Four Plays: The Clouds/The Birds/Lysistrata/The Frogs","Aristophanes/William Arrowsmith/Richmond Lattimore/Douglass Parker",4.06,0452007178,9780452007178,eng,624,6086,79,1984-11-01,Plume,Aristophanes
1561,"Three Plays by Aristophanes: Lysistrata/Women at the Thesmophoria/Assemblywomen","Aristophanes/Jeffrey Henderson",3.94,0415907446,9780415907446,eng,256,96,8,1996-08-27,Routledge,Aristophanes
1562,"The Complete Plays","Aristophanes/Moses Hadas",4.21,0553213431,9780553213430,eng,577,1998,33,1984-03-01,"Bantam Classics",Aristophanes
1563,"Aristophanes 1: The Acharnians/Peace/Celebrating Ladies/Wealth","Aristophanes/David R. Slavitt",3.83,0812234561,9780812234565,eng,336,4,0,1998-01-29,"University of Pennsylvania Press",Aristophanes
1566,"Clouds/Wasps/Birds (Aristophanes 1)","Aristophanes/Peter Meineck",3.77,0872203611,9780872203617,eng,480,1,0,1998-09-15,"Hackett Publishing Company Inc.",Aristophanes
1567,"Lysistrata and Other Plays","Aristophanes/Alan H. Sommerstein",3.95,0140448144,9780140448146,eng,241,3833,120,2003-01-30,"Penguin Classics",Aristophanes
1568,Acharnians,"Aristophanes/Jeffrey Henderson",3.42,1585100870,9781585100873,eng,96,23,1,2003-05-01,"Focus Publishing/R. Pullins Company",Aristophanes
1571,Clouds,"Aristophanes/Kenneth James Dover",3.75,0199120099,9780199120093,eng,254,13,2,1969-12-15,"Oxford University Press USA",Aristophanes
1572,Clouds/Wasps/Peace,"Aristophanes/Jeffrey Henderson",4.07,0674995376,9780674995376,grc,624,69,10,1998-12-15,"Loeb Classical Library/Harvard University Press",Aristophanes
1576,"Three Plays: The Wasps / The Poet and the Women / The Frogs","Aristophanes/David B. Barrett",3.94,0140441522,9780140441529,eng,224,391,27,1964-02-28,"Penguin Books",Aristophanes
1577,"Four Comedies: Lysistrata / The Frogs / The Birds / Ladies' Day","Aristophanes/Dudley Fitts",4.03,0156027658,9780156027656,eng,400,14,2,2003-01-06,Harcourt,Aristophanes
1579,"Frogs/Assemblywomen/Wealth (Loeb Classical Library 180)","Aristophanes/Jeffrey Henderson",4.21,0674995961,9780674995963,grc,608,58,4,2002-05-01,"Harvard University Press",Aristophanes
1584,"Cliffs Notes on Aristophanes' Lysistrata The Birds The Clouds The Frogs","W. John Campbell",2.8,0822007762,0049086007763,eng,80,5,0,1983-12-29,"Cliffs Notes","W. John Campbell"
1585,"Aristophanes and Athens: An Introduction to the Plays","Douglas M. MacDowell",4.07,0198721595,9780198721598,eng,376,14,3,1995-10-01,"Oxford University Press","Douglas M. MacDowell"
1586,Lysistrata,"Aristophanes/Douglass Parker",3.85,0451616227,9780451616227,eng,98,19,2,1970-02-01,Signet,Aristophanes
1590,Peace,"Aristophanes/S. Douglas Olson",3.6,0198140819,9780198140818,eng,408,262,13,1999-02-25,"Oxford University Press USA",Aristophanes
1591,Lysistrata,"Aristophanes/Sarah Ruden",3.85,0872206033,9780872206038,eng,132,30604,552,2003-03-01,"Hackett Publishing Company Inc.",Aristophanes
